"user_id","last_order_date","recency_days","frequency","monetary","r_score","f_score","m_score","rfm_score","score","rfm_segment"
46116,2024-01-06,15,3,330.989999771118164,5,4,5,"545",14,Champions
12643,2024-01-13,8,3,325.939990997314453,5,4,5,"545",14,Champions
64201,2023-12-22,30,3,209.06999969482420,5,4,5,"545",14,Champions
28782,2024-01-14,7,3,292.109999656677254,5,4,5,"545",14,Champions
20454,2024-01-08,13,3,144.7400016784668,5,4,5,"545",14,Champions
17206,2023-12-28,24,3,241.969997406005854,5,4,5,"545",14,Champions
51477,2024-01-17,4,3,301.75,5,4,5,"545",14,Champions
13782,2024-01-19,2,3,130.180002212524407,5,4,4,"544",13,Champions
83887,2023-12-12,40,3,101.519998550415044,5,4,4,"544",13,Champions
95101,2024-01-04,17,3,143.920001983642578,5,4,4,"544",13,Champions
4313,2024-01-07,14,3,98.820000648498528,5,4,4,"544",13,Champions
2292,2023-12-25,27,3,113.680000305175774,5,4,4,"544",13,Champions
70343,2023-12-27,25,3,105.980001449584964,5,4,4,"544",13,Champions
87822,2024-01-11,10,3,139.490000724792482,5,4,4,"544",13,Champions
49428,2024-01-12,9,3,76.079999923706056,5,4,3,"543",12,Loyal Customers
42933,2024-01-08,13,3,71.800002098083496,5,4,3,"543",12,Loyal Customers
19693,2024-01-11,10,3,50.250000000000000,5,4,3,"543",12,Loyal Customers
30757,2024-01-11,10,3,39.350000381469726,5,4,2,"542",11,Loyal Low Value
79705,2023-12-10,42,2,147.220000267028809,5,3,5,"535",13,Hibernating
47227,2024-01-06,15,2,276.980001449584964,5,3,5,"535",13,Hibernating
18762,2024-01-06,15,2,838.369997024536123,5,3,5,"535",13,Hibernating
5854,2024-01-02,19,2,182.859996795654294,5,3,5,"535",13,Hibernating
31146,2024-01-08,13,2,183.9900016784668,5,3,5,"535",13,Hibernating
10906,2024-01-04,17,2,664.999999046325666,5,3,5,"535",13,Hibernating
38692,2024-01-06,15,2,155.83999633789062,5,3,5,"535",13,Hibernating
94672,2024-01-06,15,2,809.5,5,3,5,"535",13,Hibernating
22069,2023-12-12,40,2,532.499998092651339,5,3,5,"535",13,Hibernating
65344,2023-12-12,40,2,166.420001983642578,5,3,5,"535",13,Hibernating
40200,2024-01-14,7,2,590.49000549316406,5,3,5,"535",13,Hibernating
54274,2023-12-13,39,2,391.5,5,3,5,"535",13,Hibernating
1606,2024-01-14,7,2,608.930000305175774,5,3,5,"535",13,Hibernating
68820,2024-01-13,8,2,207.790003776550300,5,3,5,"535",13,Hibernating
80435,2023-12-19,33,2,149.730001449584965,5,3,5,"535",13,Hibernating
1511,2024-01-15,6,2,369.81999969482424,5,3,5,"535",13,Hibernating
32984,2023-12-19,33,2,149.95000076293945,5,3,5,"535",13,Hibernating
63546,2023-12-19,33,2,550.48999786376952,5,3,5,"535",13,Hibernating
80387,2023-12-11,41,2,431.94999694824216,5,3,5,"535",13,Hibernating
14948,2023-12-19,33,2,162.8100004196167,5,3,5,"535",13,Hibernating
5675,2024-01-04,17,2,228.949996948242184,5,3,5,"535",13,Hibernating
33812,2023-12-26,26,2,248.429999351501467,5,3,5,"535",13,Hibernating
83380,2023-12-16,36,2,144.93999481201170,5,3,5,"535",13,Hibernating
21471,2023-12-16,36,2,264.439996719360364,5,3,5,"535",13,Hibernating
49298,2023-12-24,28,2,187.829999923706054,5,3,5,"535",13,Hibernating
77231,2024-01-02,19,2,270.039999008178706,5,3,5,"535",13,Hibernating
69513,2024-01-15,6,2,164.98999786376953,5,3,5,"535",13,Hibernating
5171,2024-01-09,12,2,186.9900016784668,5,3,5,"535",13,Hibernating
81788,2024-01-12,9,2,320.97000122070313,5,3,5,"535",13,Hibernating
57447,2023-12-20,32,2,274.189990043640137,5,3,5,"535",13,Hibernating
52657,2024-01-09,12,2,170.989999771118164,5,3,5,"535",13,Hibernating
42635,2023-12-20,32,2,187.640003204345706,5,3,5,"535",13,Hibernating
72340,2024-01-16,5,2,192.750000000000002,5,3,5,"535",13,Hibernating
32365,2024-01-08,13,2,165.4099998474121,5,3,5,"535",13,Hibernating
37770,2023-12-23,29,2,269.4900016784668,5,3,5,"535",13,Hibernating
63825,2024-01-09,12,2,197.97999572753905,5,3,5,"535",13,Hibernating
64629,2024-01-08,13,2,239.559999465942379,5,3,5,"535",13,Hibernating
96215,2023-12-10,42,2,230.90999603271482,5,3,5,"535",13,Hibernating
32555,2024-01-15,6,2,229.879999160766600,5,3,5,"535",13,Hibernating
63942,2023-12-19,33,2,355.229999542236328,5,3,5,"535",13,Hibernating
8155,2024-01-02,19,2,214.190000534057610,5,3,5,"535",13,Hibernating
43117,2024-01-15,6,2,179.0,5,3,5,"535",13,Hibernating
36650,2023-12-18,34,2,161.0,5,3,5,"535",13,Hibernating
45144,2024-01-15,6,2,162.940000534057617,5,3,5,"535",13,Hibernating
5366,2024-01-02,19,2,167.800001144409177,5,3,5,"535",13,Hibernating
61643,2024-01-16,5,2,341.9900016784668,5,3,5,"535",13,Hibernating
42491,2024-01-04,17,2,293.059999465942383,5,3,5,"535",13,Hibernating
1967,2024-01-11,10,2,418.209990501403808,5,3,5,"535",13,Hibernating
93032,2023-12-17,35,2,691.410013198852610,5,3,5,"535",13,Hibernating
65842,2024-01-10,11,2,196.54000759124756,5,3,5,"535",13,Hibernating
83827,2024-01-18,3,2,212.22000122070312,5,3,5,"535",13,Hibernating
65298,2024-01-08,13,2,345.469999313354494,5,3,5,"535",13,Hibernating
93860,2024-01-12,9,2,199.98999786376953,5,3,5,"535",13,Hibernating
14416,2024-01-04,17,2,187.0,5,3,5,"535",13,Hibernating
91939,2024-01-10,11,2,224.679998397827136,5,3,5,"535",13,Hibernating
70204,2023-12-24,28,2,178.9900016784668,5,3,5,"535",13,Hibernating
28774,2023-12-16,36,2,170.109996795654296,5,3,5,"535",13,Hibernating
7954,2024-01-11,10,2,183.939996719360364,5,3,5,"535",13,Hibernating
45468,2024-01-17,4,2,322.13999938964844,5,3,5,"535",13,Hibernating
57506,2023-12-11,41,2,359.480005264282224,5,3,5,"535",13,Hibernating
11664,2023-12-18,34,2,261.7699966430664,5,3,5,"535",13,Hibernating
50364,2023-12-28,24,2,339.9900016784668,5,3,5,"535",13,Hibernating
24244,2024-01-11,10,2,270.98999786376952,5,3,5,"535",13,Hibernating
76350,2023-12-14,38,2,233.0,5,3,5,"535",13,Hibernating
15497,2024-01-15,6,2,145.979997634887684,5,3,5,"535",13,Hibernating
46355,2023-12-28,24,2,200.429994583129864,5,3,5,"535",13,Hibernating
83761,2023-12-11,41,2,244.9499969482422,5,3,5,"535",13,Hibernating
76931,2023-12-18,34,2,273.0,5,3,5,"535",13,Hibernating
19016,2024-01-11,10,2,161.450000762939437,5,3,5,"535",13,Hibernating
99550,2024-01-08,13,2,322.9900016784668,5,3,5,"535",13,Hibernating
13387,2024-01-15,6,2,162.209999084472656,5,3,5,"535",13,Hibernating
75220,2023-12-31,21,2,472.439998626708976,5,3,5,"535",13,Hibernating
48012,2024-01-13,8,2,196.96999931335449,5,3,5,"535",13,Hibernating
65826,2024-01-17,4,2,178.880002975463856,5,3,5,"535",13,Hibernating
85413,2023-12-23,29,2,361.8700065612793,5,3,5,"535",13,Hibernating
17662,2023-12-18,34,2,149.989999771118164,5,3,5,"535",13,Hibernating
66215,2023-12-17,35,2,183.780000686645503,5,3,5,"535",13,Hibernating
70177,2023-12-14,38,2,217.189998626708984,5,3,5,"535",13,Hibernating
86102,2023-12-18,34,2,149.98999786376952,5,3,5,"535",13,Hibernating
75461,2024-01-10,11,2,146.0,5,3,5,"535",13,Hibernating
58062,2023-12-31,21,2,183.1299991607666,5,3,5,"535",13,Hibernating
75151,2023-12-20,32,2,332.400001525878899,5,3,5,"535",13,Hibernating
86949,2023-12-18,34,2,214.9900016784668,5,3,5,"535",13,Hibernating
19791,2024-01-12,9,2,231.93999862670896,5,3,5,"535",13,Hibernating
25029,2024-01-10,11,2,188.989999771118164,5,3,5,"535",13,Hibernating
67857,2023-12-15,37,2,246.570003509521492,5,3,5,"535",13,Hibernating
73888,2023-12-16,36,2,190.5,5,3,5,"535",13,Hibernating
68644,2024-01-12,9,2,174.25,5,3,5,"535",13,Hibernating
92860,2024-01-03,18,2,185.920000076293945,5,3,5,"535",13,Hibernating
38476,2023-12-17,35,2,327.9399986267090,5,3,5,"535",13,Hibernating
46615,2024-01-10,11,2,270.39999961853028,5,3,5,"535",13,Hibernating
12247,2023-12-14,38,2,202.940000534057610,5,3,5,"535",13,Hibernating
57732,2023-12-17,35,2,242.039999365806580,5,3,5,"535",13,Hibernating
1503,2024-01-15,6,2,188.989999771118164,5,3,5,"535",13,Hibernating
74142,2024-01-10,11,2,353.270000457763656,5,3,5,"535",13,Hibernating
5512,2023-12-12,40,2,234.98000717163086,5,3,5,"535",13,Hibernating
24003,2024-01-13,8,2,535.9900016784668,5,3,5,"535",13,Hibernating
10801,2024-01-10,11,2,296.9900054931641,5,3,5,"535",13,Hibernating
95979,2024-01-12,9,2,176.880001068115234,5,3,5,"535",13,Hibernating
80079,2024-01-15,6,2,155.610000610351564,5,3,5,"535",13,Hibernating
9271,2024-01-05,16,2,277.539997100830066,5,3,5,"535",13,Hibernating
26492,2023-12-24,28,2,149.25,5,3,5,"535",13,Hibernating
40316,2023-12-20,32,2,204.97999572753905,5,3,5,"535",13,Hibernating
89675,2024-01-10,11,2,368.870001792907718,5,3,5,"535",13,Hibernating
36820,2023-12-15,37,2,154.880001068115220,5,3,5,"535",13,Hibernating
37410,2023-12-24,28,2,353.130001068115234,5,3,5,"535",13,Hibernating
11626,2023-12-24,28,2,185.99000549316406,5,3,5,"535",13,Hibernating
855,2024-01-13,8,2,171.449996948242167,5,3,5,"535",13,Hibernating
32178,2024-01-05,16,2,204.020000457763673,5,3,5,"535",13,Hibernating
93839,2024-01-02,19,2,258.900001525878892,5,3,5,"535",13,Hibernating
99761,2024-01-17,4,2,299.090002059936528,5,3,5,"535",13,Hibernating
68198,2024-01-15,6,2,617.75,5,3,5,"535",13,Hibernating
92821,2024-01-14,7,2,171.9499969482422,5,3,5,"535",13,Hibernating
2810,2023-12-14,38,2,181.989999771118164,5,3,5,"535",13,Hibernating
65115,2023-12-29,23,2,188.98999786376952,5,3,5,"535",13,Hibernating
38762,2023-12-30,22,2,260.250000953674326,5,3,5,"535",13,Hibernating
36621,2024-01-12,9,2,145.890003204345703,5,3,5,"535",13,Hibernating
26717,2024-01-04,17,2,269.160001754760744,5,3,5,"535",13,Hibernating
79758,2024-01-18,3,2,258.939998626708983,5,3,5,"535",13,Hibernating
36309,2024-01-13,8,2,169.950000762939446,5,3,5,"535",13,Hibernating
84582,2024-01-09,12,2,385.469999313354494,5,3,5,"535",13,Hibernating
46496,2024-01-13,8,2,198.479999542236328,5,3,5,"535",13,Hibernating
17844,2023-12-31,21,2,265.89000511169434,5,3,5,"535",13,Hibernating
71977,2024-01-05,16,2,159.6200008392334,5,3,5,"535",13,Hibernating
99855,2023-12-20,32,2,243.750002861022947,5,3,5,"535",13,Hibernating
85809,2024-01-02,19,2,579.9399871826172,5,3,5,"535",13,Hibernating
67090,2023-12-24,28,2,258.450000762939453,5,3,5,"535",13,Hibernating
40485,2023-12-14,38,2,226.989999771118164,5,3,5,"535",13,Hibernating
31290,2024-01-03,18,2,707.940002441406246,5,3,5,"535",13,Hibernating
78878,2024-01-15,6,2,276.0,5,3,5,"535",13,Hibernating
83319,2024-01-05,16,2,192.900000572204593,5,3,5,"535",13,Hibernating
79992,2024-01-17,4,2,194.470000743865967,5,3,5,"535",13,Hibernating
84416,2024-01-02,19,2,206.4900016784668,5,3,5,"535",13,Hibernating
91992,2023-12-27,25,2,210.27999973297119,5,3,5,"535",13,Hibernating
36177,2024-01-12,9,2,181.0,5,3,5,"535",13,Hibernating
26313,2023-12-27,25,2,214.0,5,3,5,"535",13,Hibernating
92402,2024-01-02,19,2,185.949996948242186,5,3,5,"535",13,Hibernating
24191,2023-12-16,36,2,195.870002746582044,5,3,5,"535",13,Hibernating
51048,2023-12-30,22,2,196.919998168945298,5,3,5,"535",13,Hibernating
28716,2024-01-19,2,2,159.889995574951153,5,3,5,"535",13,Hibernating
44365,2024-01-12,9,2,167.850002288818352,5,3,5,"535",13,Hibernating
62368,2023-12-30,22,2,308.39999389648435,5,3,5,"535",13,Hibernating
53584,2024-01-13,8,2,184.879993438720696,5,3,5,"535",13,Hibernating
72284,2024-01-05,16,2,173.469997406005846,5,3,5,"535",13,Hibernating
62561,2023-12-30,22,2,159.9900016784668,5,3,5,"535",13,Hibernating
98082,2024-01-17,4,2,189.479999542236328,5,3,5,"535",13,Hibernating
98824,2023-12-24,28,2,165.250000000000003,5,3,5,"535",13,Hibernating
28960,2023-12-22,30,2,299.94999694824217,5,3,5,"535",13,Hibernating
85854,2023-12-30,22,2,160.52000045776367,5,3,5,"535",13,Hibernating
32640,2024-01-15,6,2,641.7999992370606,5,3,5,"535",13,Hibernating
94759,2023-12-29,23,2,334.91999816894531,5,3,5,"535",13,Hibernating
17998,2023-12-27,25,2,166.97000122070312,5,3,5,"535",13,Hibernating
43312,2024-01-03,18,2,322.93000030517578,5,3,5,"535",13,Hibernating
62491,2024-01-05,16,2,174.9800033569336,5,3,5,"535",13,Hibernating
11595,2023-12-27,25,2,161.0,5,3,5,"535",13,Hibernating
69245,2023-12-25,27,2,293.52000427246098,5,3,5,"535",13,Hibernating
87952,2023-12-30,22,2,335.900001525878899,5,3,5,"535",13,Hibernating
82078,2023-12-20,32,2,198.549997329711914,5,3,5,"535",13,Hibernating
61007,2023-12-27,25,2,153.0,5,3,5,"535",13,Hibernating
63760,2024-01-03,18,2,282.879999160766614,5,3,5,"535",13,Hibernating
12972,2023-12-22,30,2,234.0,5,3,5,"535",13,Hibernating
92539,2023-12-23,29,2,164.5,5,3,5,"535",13,Hibernating
68415,2024-01-02,19,2,358.890002250671387,5,3,5,"535",13,Hibernating
71614,2023-12-26,26,2,202.650001525878906,5,3,5,"535",13,Hibernating
36474,2024-01-14,7,2,420.810007095336914,5,3,5,"535",13,Hibernating
49237,2023-12-19,33,2,215.20000267028809,5,3,5,"535",13,Hibernating
39081,2024-01-19,2,2,169.920001029968265,5,3,5,"535",13,Hibernating
15136,2024-01-03,18,2,195.9900016784668,5,3,5,"535",13,Hibernating
58372,2024-01-21,0,2,760.21999931335449,5,3,5,"535",13,Hibernating
17765,2023-12-16,36,2,155.37000274658203,5,3,5,"535",13,Hibernating
70333,2024-01-09,12,2,221.22000122070312,5,3,5,"535",13,Hibernating
9737,2024-01-12,9,2,229.0,5,3,5,"535",13,Hibernating
30223,2024-01-14,7,2,180.5,5,3,5,"535",13,Hibernating
88154,2023-12-25,27,2,447.0,5,3,5,"535",13,Hibernating
54275,2024-01-14,7,2,235.519998550415044,5,3,5,"535",13,Hibernating
74917,2023-12-12,40,2,339.630001068115234,5,3,5,"535",13,Hibernating
58966,2023-12-24,28,2,227.53999900817872,5,3,5,"535",13,Hibernating
3512,2024-01-20,1,2,439.339994430541988,5,3,5,"535",13,Hibernating
44299,2023-12-26,26,2,136.97999954223632,5,3,4,"534",12,Hibernating
73432,2024-01-14,7,2,141.9900016784668,5,3,4,"534",12,Hibernating
65209,2024-01-04,17,2,81.4800033569336,5,3,4,"534",12,Hibernating
53882,2024-01-12,9,2,87.720000267028809,5,3,4,"534",12,Hibernating
99905,2024-01-15,6,2,103.930003166198737,5,3,4,"534",12,Hibernating
51732,2023-12-16,36,2,122.4900016784668,5,3,4,"534",12,Hibernating
68411,2023-12-23,29,2,83.579998016357422,5,3,4,"534",12,Hibernating
3996,2024-01-04,17,2,110.0,5,3,4,"534",12,Hibernating
43366,2023-12-20,32,2,106.369999885559082,5,3,4,"534",12,Hibernating
58103,2024-01-15,6,2,109.0,5,3,4,"534",12,Hibernating
5818,2023-12-25,27,2,97.479997634887694,5,3,4,"534",12,Hibernating
32789,2024-01-09,12,2,97.989999771118164,5,3,4,"534",12,Hibernating
20929,2023-12-11,41,2,81.0,5,3,4,"534",12,Hibernating
28803,2023-12-20,32,2,108.890001296997063,5,3,4,"534",12,Hibernating
42890,2023-12-16,36,2,99.489999771118164,5,3,4,"534",12,Hibernating
83737,2023-12-28,24,2,119.98999786376953,5,3,4,"534",12,Hibernating
79700,2024-01-09,12,2,82.700000762939450,5,3,4,"534",12,Hibernating
94194,2024-01-09,12,2,91.88999748229981,5,3,4,"534",12,Hibernating
14388,2023-12-28,24,2,85.170000076293944,5,3,4,"534",12,Hibernating
24653,2023-12-31,21,2,79.900001525878906,5,3,4,"534",12,Hibernating
16263,2024-01-12,9,2,97.45000076293945,5,3,4,"534",12,Hibernating
60452,2023-12-19,33,2,87.479999542236328,5,3,4,"534",12,Hibernating
81104,2023-12-19,33,2,102.44999694824219,5,3,4,"534",12,Hibernating
52681,2023-12-16,36,2,106.839999198913577,5,3,4,"534",12,Hibernating
50322,2023-12-23,29,2,114.890002250671387,5,3,4,"534",12,Hibernating
89391,2023-12-19,33,2,117.25,5,3,4,"534",12,Hibernating
74075,2024-01-09,12,2,122.35000228881836,5,3,4,"534",12,Hibernating
51098,2024-01-11,10,2,143.9900016784668,5,3,4,"534",12,Hibernating
68416,2024-01-09,12,2,97.989999771118164,5,3,4,"534",12,Hibernating
10113,2024-01-03,18,2,138.9800033569336,5,3,4,"534",12,Hibernating
31577,2024-01-10,11,2,83.359999656677246,5,3,4,"534",12,Hibernating
88886,2024-01-10,11,2,81.21999931335449,5,3,4,"534",12,Hibernating
54717,2024-01-14,7,2,96.939997673034667,5,3,4,"534",12,Hibernating
98382,2023-12-17,35,2,79.870002746582034,5,3,4,"534",12,Hibernating
77628,2023-12-26,26,2,90.150000572204590,5,3,4,"534",12,Hibernating
66944,2023-12-28,24,2,99.9900016784668,5,3,4,"534",12,Hibernating
17003,2023-12-31,21,2,94.940000534057614,5,3,4,"534",12,Hibernating
65045,2024-01-11,10,2,90.079998970031738,5,3,4,"534",12,Hibernating
40973,2024-01-03,18,2,124.0,5,3,4,"534",12,Hibernating
31121,2024-01-11,10,2,90.08000183105469,5,3,4,"534",12,Hibernating
72237,2023-12-23,29,2,134.98999786376952,5,3,4,"534",12,Hibernating
74886,2023-12-17,35,2,103.319999694824215,5,3,4,"534",12,Hibernating
26631,2024-01-17,4,2,141.970003128051762,5,3,4,"534",12,Hibernating
39134,2024-01-02,19,2,103.030001640319828,5,3,4,"534",12,Hibernating
51178,2023-12-17,35,2,113.9900016784668,5,3,4,"534",12,Hibernating
64338,2024-01-10,11,2,84.980001449584964,5,3,4,"534",12,Hibernating
16783,2024-01-10,11,2,90.020000457763672,5,3,4,"534",12,Hibernating
73284,2024-01-10,11,2,114.989999771118164,5,3,4,"534",12,Hibernating
31924,2024-01-10,11,2,122.789999008178716,5,3,4,"534",12,Hibernating
18603,2024-01-10,11,2,140.0,5,3,4,"534",12,Hibernating
73661,2024-01-10,11,2,111.989999771118164,5,3,4,"534",12,Hibernating
47821,2024-01-10,11,2,110.0,5,3,4,"534",12,Hibernating
67219,2024-01-05,16,2,100.489999771118164,5,3,4,"534",12,Hibernating
3738,2024-01-18,3,2,137.450000762939446,5,3,4,"534",12,Hibernating
29327,2023-12-25,27,2,80.090000152587887,5,3,4,"534",12,Hibernating
52032,2024-01-05,16,2,100.149999618530272,5,3,4,"534",12,Hibernating
50675,2024-01-05,16,2,116.849998474121076,5,3,4,"534",12,Hibernating
40617,2023-12-29,23,2,88.5,5,3,4,"534",12,Hibernating
85561,2023-12-29,23,2,90.880001068115237,5,3,4,"534",12,Hibernating
40090,2023-12-23,29,2,142.409999847412106,5,3,4,"534",12,Hibernating
79450,2024-01-05,16,2,125.0,5,3,4,"534",12,Hibernating
13161,2024-01-05,16,2,90.28000450134278,5,3,4,"534",12,Hibernating
72024,2024-01-17,4,2,114.950000762939453,5,3,4,"534",12,Hibernating
44530,2024-01-05,16,2,119.5,5,3,4,"534",12,Hibernating
24148,2023-12-30,22,2,85.979997634887694,5,3,4,"534",12,Hibernating
4029,2024-01-16,5,2,110.410000801086425,5,3,4,"534",12,Hibernating
15808,2024-01-05,16,2,131.52999877929688,5,3,4,"534",12,Hibernating
22962,2024-01-06,15,2,121.690001487731937,5,3,4,"534",12,Hibernating
51047,2023-12-29,23,2,109.9800033569336,5,3,4,"534",12,Hibernating
31396,2024-01-02,19,2,129.94999694824216,5,3,4,"534",12,Hibernating
31806,2024-01-03,18,2,79.95000076293945,5,3,4,"534",12,Hibernating
64074,2024-01-03,18,2,105.0,5,3,4,"534",12,Hibernating
62701,2024-01-01,20,2,131.97999954223633,5,3,4,"534",12,Hibernating
96303,2024-01-06,15,2,134.98999786376953,5,3,4,"534",12,Hibernating
76642,2024-01-14,7,2,97.0,5,3,4,"534",12,Hibernating
21700,2024-01-06,15,2,91.9099998474121,5,3,4,"534",12,Hibernating
38593,2024-01-06,15,2,133.98999786376953,5,3,4,"534",12,Hibernating
52743,2024-01-15,6,2,96.930000305175776,5,3,4,"534",12,Hibernating
30253,2023-12-22,30,2,105.279999732971191,5,3,4,"534",12,Hibernating
78336,2024-01-06,15,2,120.950000762939453,5,3,4,"534",12,Hibernating
87905,2024-01-06,15,2,107.939996719360334,5,3,4,"534",12,Hibernating
33574,2024-01-16,5,2,91.989999771118164,5,3,4,"534",12,Hibernating
94767,2024-01-14,7,2,119.0,5,3,4,"534",12,Hibernating
13685,2023-12-27,25,2,121.969997406005858,5,3,4,"534",12,Hibernating
3855,2024-01-15,6,2,94.82999992370605,5,3,4,"534",12,Hibernating
36414,2023-12-22,30,2,102.4900016784668,5,3,4,"534",12,Hibernating
69760,2024-01-17,4,2,97.989999771118164,5,3,4,"534",12,Hibernating
14041,2023-12-12,40,2,110.989999771118164,5,3,4,"534",12,Hibernating
56853,2024-01-06,15,2,139.9900016784668,5,3,4,"534",12,Hibernating
45963,2024-01-14,7,2,128.959997653961180,5,3,4,"534",12,Hibernating
29097,2024-01-14,7,2,83.889998435974117,5,3,4,"534",12,Hibernating
2577,2024-01-06,15,2,99.989999771118164,5,3,4,"534",12,Hibernating
79979,2024-01-14,7,2,82.97999954223633,5,3,4,"534",12,Hibernating
18402,2024-01-04,17,2,82.930001497268680,5,3,4,"534",12,Hibernating
5328,2023-12-24,28,2,134.97000122070312,5,3,4,"534",12,Hibernating
28868,2023-12-13,39,2,115.720003128051764,5,3,4,"534",12,Hibernating
78287,2023-12-21,31,2,79.889999389648436,5,3,4,"534",12,Hibernating
11790,2024-01-16,5,2,129.94999694824219,5,3,4,"534",12,Hibernating
46059,2023-12-12,40,2,100.119999885559082,5,3,4,"534",12,Hibernating
57679,2023-12-12,40,2,88.92999744415283,5,3,4,"534",12,Hibernating
55808,2024-01-07,14,2,123.789997100830066,5,3,4,"534",12,Hibernating
56636,2023-12-21,31,2,87.549996852874738,5,3,4,"534",12,Hibernating
438,2023-12-14,38,2,133.940000534057617,5,3,4,"534",12,Hibernating
5188,2024-01-15,6,2,97.9800033569336,5,3,4,"534",12,Hibernating
95612,2023-12-21,31,2,98.950000762939446,5,3,4,"534",12,Hibernating
5599,2023-12-12,40,2,89.440002441406246,5,3,4,"534",12,Hibernating
64144,2023-12-31,21,2,102.47999954223633,5,3,4,"534",12,Hibernating
55582,2024-01-13,8,2,117.919998168945320,5,3,4,"534",12,Hibernating
66429,2024-01-07,14,2,142.4900016784668,5,3,4,"534",12,Hibernating
84628,2023-12-21,31,2,97.0,5,3,4,"534",12,Hibernating
21939,2024-01-15,6,2,82.0,5,3,4,"534",12,Hibernating
19441,2023-12-21,31,2,104.370001792907718,5,3,4,"534",12,Hibernating
70536,2024-01-08,13,2,85.409997940063474,5,3,4,"534",12,Hibernating
5685,2024-01-13,8,2,125.330001831054680,5,3,4,"534",12,Hibernating
80745,2024-01-08,13,2,103.9900016784668,5,3,4,"534",12,Hibernating
44736,2024-01-08,13,2,99.200000762939453,5,3,4,"534",12,Hibernating
15836,2023-12-31,21,2,132.899997711181623,5,3,4,"534",12,Hibernating
91478,2023-12-28,24,2,114.44999694824216,5,3,4,"534",12,Hibernating
4946,2023-12-14,38,2,91.440002441406253,5,3,4,"534",12,Hibernating
8014,2023-12-14,38,2,103.989999771118164,5,3,4,"534",12,Hibernating
95440,2023-12-11,41,2,79.54999923706056,5,3,4,"534",12,Hibernating
89387,2024-01-08,13,2,81.980001449584964,5,3,4,"534",12,Hibernating
17541,2023-12-15,37,2,134.970001220703125,5,3,4,"534",12,Hibernating
28024,2023-12-24,28,2,79.8799991607666,5,3,4,"534",12,Hibernating
28032,2023-12-15,37,2,139.450000762939446,5,3,4,"534",12,Hibernating
86063,2023-12-19,33,2,49.989999771118164,5,3,3,"533",11,Potential Loyalists
51075,2024-01-12,9,2,63.499998092651364,5,3,3,"533",11,Potential Loyalists
40862,2024-01-19,2,2,68.200000762939456,5,3,3,"533",11,Potential Loyalists
99332,2024-01-02,19,2,67.869999885559082,5,3,3,"533",11,Potential Loyalists
44172,2023-12-15,37,2,72.9900016784668,5,3,3,"533",11,Potential Loyalists
61992,2024-01-12,9,2,52.629999160766602,5,3,3,"533",11,Potential Loyalists
36591,2023-12-29,23,2,60.0,5,3,3,"533",11,Potential Loyalists
41964,2024-01-08,13,2,70.870001792907718,5,3,3,"533",11,Potential Loyalists
49983,2023-12-19,33,2,67.94000244140625,5,3,3,"533",11,Potential Loyalists
